NOM DU MUSEE;REF MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;DATE APPELLATION;Date retrait appellation par Haut Conseil;REGION;DEPARTEMENT;coordonnees_finales
Maison des Templiers;7616402;1, Rue Thomas-Bazin;76490;CAUDEBEC-EN-CAUX;235969591;;;;Ouvert en été mercredi, jeudi, vendredi, dimanche de 14h30 à 18h30, le samedi de 10h à 12h et de 14h30 à 18h30. En hiver le mardi, mercredi, jeudi, vendredi de 14h à 18h;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.52525,0.725969
Musée Paul Dupuy;3155503;13, Rue de la Pléau;31000;TOULOUSE;531229540;561146559;;Jours fériés;Ouvert du mardi au dimanche de 10h à 17h d'octobre à mai et de 10h à 18h de juin à septembre;;01/02/2003;;OCCITANIE;HAUTE-GARONNE;43.596898,1.446935
Musée Bonaparte;2103801;Bibliothèque Municipale Passage Xavier Girault;21130;AUXONNE;380374252;380374252;;1er mai;Ouvert de mai à septembre tous les jours de 10h à 12h et de 15h à 18h;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;47.1834770055,5.37331909182
Ecomusée de la Basse-Seine;7647301;Maison du Parc Naturel Régional des Boucles de la Seine Normande - Hameau de l'Eglise B.P. 13;76940;NOTRE-DAME-DE-BLIQUETUIT;235372316;235373970;;;Ouvert du lundi au vendredi d'avril à juin et septembre à octobre de 9h à 18h, le week-end de 12h à 18h sauf octobre, juillet-août du lundi au vendredi de 9h à 18h30, le week-end de 10h à 18h30, novembre à mars du lundi au vendredi de 9h à 18h;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.4548266435,0.725950851811
Musée-Maison Natale Pierre Corneille;7654009;4, Rue de la Pie;76000;ROUEN;235712882;235700156;;Fermé les jours fériés, sauf le lundi de Pentecôte et le lundi de Pâques;Ouvert du mardi au vendredi de 9h à 12h (sur réservation) et de 13h30 à 17h30, les samedis et les dimanches de 14h à 18h;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.443051,1.086748
Musée Gallo-Romain d'Uxellodunum;4618501;Palais de la Raymondie Place des Consuls;46600;MARTEL;565373003;565373727;;;Ouvert en juillet-Août de 10h à 12h30 et de 15h30 à 18h le mercredi et samedi et de 15h30 à 18h le mardi, jeudi et vendredi. Ouverts lors des JEP;;01/02/2003;;OCCITANIE;LOT;44.9553915789,1.56930926768
Musée de l'Hôtel Goüin;3726103;25, Rue du Commerce B.P. 1105;37011;TOURS;247662232;247663294;;;;;01/02/2003;;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;
Musée Pierre de Luxembourg;3035101;3, Rue de la République;30400;VILLENEUVE-LES-AVIGNON;490274966;466905939;;Février;Ouvert de novembre à mai du mardi, jeudi et vendredi, samedi et dimanche de 14h à 17h, le mercredi de 10h à 12h et de 14H à 17h et de mai à octobre du mardi au dimanche de 10h à 12h30 et de 14h à 18H;;01/02/2003;;OCCITANIE;GARD;43.965445,4.796385
Musée et Sites archéologiques de Vieux-la-Romaine;1474701;13, Chemin Haussé;14930;VIEUX;231711020;231711025;;1er mai, 1er & 11 nov,embre, 25 décembre, 1er janvier;Ouvert de janvier à juin et de septembre à décembre le lundi, mardi, jeudi, vendredi de 9h à 17h, samedi, dimanche de 10h à 18h, en juillet-août tous les jours de 10h à 18h;;01/02/2003;;NORMANDIE;CALVADOS;49.105412,-0.431321
Musée des Pays de Seine-et-Marne;7740501;17, Avenue de la Ferté-Sous-Jouarre;77750;SAINT-CYR-SUR-MORIN;160244600;160244614;;24 décembre au 1er janvier et 1er mai;Ouvert tous les jours de 10h à 12h30 et de 14h à 17h30 - En juillet et août de 10h à 12h30 et de 14h à 18h et le mercredi de 10h à 12h30;;01/02/2003;;ÎLE-DE-France;SEINE ET MARNE;48.90803,3.18169
Musée Départemental d'Art Ancien et Contemporain;8816001;1, Place Lagarde;88011;EPINAL;329822033;329820163;;1er Janvier, 1er mai, 1er novembre et 25 décembre;Ouvert le lundi et vendredi de 9h30 à 12h30 et de 14h à 17h30, le mercredi sur réservation, le jeudi de 9h30 à 12h30 et de 14h à 17h, le samedi de 10h30 à 12h30 et de 14h à 18h, et le dimanche de14h - 18h;;01/02/2003;;GRAND EST;VOSGES;
Musée d'Archéologie;3220801;Place du Général de Gaulle Hôtel de Ville;32700;LECTOURE;562687022;562689160;;Jours fériés;Ouvert du 1er mars au 30 septembre de 10h à 12h et de 14h à 18h. Du 1er octobre au 28 février de 10h à 12h et de 14h à 18h;;01/02/2003;;OCCITANIE;GERS;43.9633958924,0.606892628428
Musée des Beaux-Arts et des Arts Décoratifs;3225601;13, rue de l'Evêché;32300;MIRANDE;562666810;562668709;;Jours fériés;Ouvert du lundi au vendredi de 9h à 12h et de 14h à 18h, le samedi de 10h à 12h et de 15h à 18h, et le dimanche de 10h à 12h en juillet août;;01/02/2003;;OCCITANIE;GERS;43.515315,0.403452
Musée de l'Armagnac;3210701;2, Rue Jules Ferry;32100;CONDOM;562284717;562284705;;Janvier;Ouvert de novembre à mars du mercredi au dimanche de 14h à 17h et d'avril à octobre du mercredi au lundi de 10h à 12h et de 15h à 18h;;01/02/2003;;OCCITANIE;GERS;43.960711,0.372844
Musée Campanaire;3216001;Place de l'Hôtel de ville;32600;L'ISLE JOURDAIN;562073001;562071222;;1er janvier au 15 janvier, 1er mai, 25 décembre;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h, le premier dimanche du mois;;01/02/2003;;OCCITANIE;GERS;43.61298,1.081884
Musée Archéologique;3211901;Place de la République;32180;EAUZE;562097138;562097920;;Janvier,  1er week-end de juillet;Ouvert du 1er mars au 30 juin et du 1er septembre au 30 novembre tous les jours de 10h à 12h et de 14h à 18h, du 1er juillet au 31 août tous les jours de 10h à 19h. En décembre et février sur réservation pour les groupes;;01/02/2003;;OCCITANIE;GERS;
Atelier-Musée  (Ecomusée de la Grande Landes);4016701;101, Rue Jacques Desert;40043;LUXEY;558080139;558080513;;;;;01/02/2003;;NOUVELLE-AQUITAINE;LANDES;
Musée Stendhal;3818507;1, Rue Hector Berlioz;38000;GRENOBLE;476544414;;;;Ouvert le samedi de 10h à 12h et de 14h à 18h, premier dimanche du mois de 14h à 18h et durant les vacances scolaires du mardi au vendredi de 14h à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;ISERE;45.192869,5.726204
Musée Alfred Danicourt;8062001;Hôtel de Ville B.P. 20045;80201;PERONNE;322733110;322733101;;;Ouvert du mardi au vendredi de 14h à 17h30, le samedi de 9h à 12h et de 14h à 16h30. Le matin sur rendez-vous les mercredi jeudi et vendredi;;01/02/2003;;HAUTS-DE-France;SOMME;
Musée Historique de Villèle;9743501;Domaine Panon-Desbassayns-Villèle B.P. N° 2;97435;SAINT-GILLES-LES-HAUTS;262556410;262555191;;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche et les jours fériés de 9h30 à 12h30 et de 13h30 à 17h30;;01/02/2003;;LA REUNION;REUNION;-21.044558662,55.3221880362
Musée Municipal d'Archéologie;8400301;14, Place du Postel;84400;APT;490749530;490045248;;Vacances de Noël et Janvier;Ouvert en juillet-août du lundi au samedi de 10h à 12h et de 14h à 17h30, le reste de l'année du mardi au samedi de 10h à 12h et de 14h à 18h30;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;43.875736,5.397687
Musée de la Construction Navale Artisanale;8516301;Rue de l'Ecluse Le Port;85330;NOIRMOUTIER-EN-L'ILE;251392400;251392455;;;;;01/02/2003;;PAYS DE LA LOIRE;VENDEE;47.0086741668,-2.26232713424
Musée des Pêcheries, Cité des Terre-Neuvas;7625901;3, Quai Capitaine Jean Recher;76400;FECAMP;235283199;235290655;;1er janvier, 1er mai et 25 décembre;Ouvert de janvier à juin et de septembre à décembre  du mercredi au lundi de 10h à 12h et de 14h à 17h30, juillet-août tous les jours de 10h à 19h;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.7369377519,0.397555016947
Musée de Tautavel;6620501;Avenue Léon-Jean Grégory;66720;TAUTAVEL;468290776;468294009;;1er janvier, 25 décembre;Ouvert toute l'année de 10h à 12h30 et de 14h à 18h en juillet août de 10h à 19h;;01/02/2003;;OCCITANIE;PYRENEES ORIENTALES;42.813782,2.747999
Musée des Troupes de Marine;8306102;Avenue du Musée des Troupes de Marine B.P. 94;83608;FREJUS;494178782;494178635;http://www.aamtdm.net;Du 24 décembre au 2 janvier;Ouvert du lundi au vendredi de juin à septembre de 10h à 12h et de 14h à 18h et d'octobre à mai de 14h à 18h le dimanche et lundi, et du mercredi au vendredi;;29/08/2006;;PROVENCE-ALPES-CÔTE D'AZUR;VAR;
Musée de l'Abbaye;5011001;Parvis de l'Abbatiale Rue des Sangles;50680;CERISY-LA-FORET;233573463;233573463;http://www.abbaye-cerisy.fr;;Ouvert en avril du mardi au dimanche de 11h à 18h, de mai à août tous les jours de 10h à 18h, en septembre du mercredi au dimanche de 12h à 18h, d'octobre à la Toussaint le week-end de 12h à 18h;;01/02/2003;;NORMANDIE;MANCHE;49.1779499072,-1.00945991338
Musée de la Vie Rurale et Forestière;268401;Site Abbatial Rue du Chamiteau;2830;SAINT-MICHEL-EN-THIERACHE;323588720;323588722;http://www.abbaye-saintmichel.com;;;;01/02/2003;;HAUTS-DE-France;AISNE;49.9229668289,4.16909562963
Musée Paul Arbaud;1300106;2 bis rue du Quatre-Septembre;13100;AIX-EN-PROVENCE;442383895;;http://www.academiedaix.org;;Ouvert du mardi au samedi de 14h à 17h. Visite de groupe de préférence le matin sur rdv;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.525307,5.450165
Musée des Beaux-Arts;4700101;Place du Dr Pierre Esquirol;47916;AGEN;553694723;553694777;http://www.agen.fr/musee;1er janvier, 1er et 8 mai, Lundi de Pâques, Jeudi de l'Ascension,1er et 11 novembre, 25 décembre;Ouvert toute l'année de 10h à 12h30 et de 13h30 à 18h;;01/02/2003;;NOUVELLE-AQUITAINE;LOT ET GARONNE;
Musée de Bressuire;7904901;Place de l'Hôtel de Ville;79300;BRESSUIRE;549743224;;http://www.agglo2b.fr;Janvier;Ouvert samedi et dimanche de 14h à 18h. Sur rdv de 9h à 11h30 et de 13h30 à 17h;;01/02/2003;;NOUVELLE-AQUITAINE;DEUX-SEVRES;46.841771,-0.493169
Musée de la Moto, de l'Automobile et du Vélo;8606603;La Manu 3, Rue Clément Krebs;86100;CHATELLERAULT;549210346;549852588;http://www.agglo-chatellerault.fr;Janvier, 1er mai, le 25 décembre;Ouvert du 1er février au 30 juin et du 21 septembre au 31 décembre du mercredi au dimanche de 14h à 18h, du 1er juillet au 20 septembre  du mercredi au lundi de 10h à 12h et de 14h à 18h. Ouverture le lundi toute la journée, du mercredi au samedi le matin;;01/02/2003;;NOUVELLE-AQUITAINE;VIENNE;46.825162468,0.575853305257
Musée Bernard d’Agesci;7919104;28, avenue de Limoges;79000;NIORT;549787204;549787219;http://www.agglo-niort.fr/-Musee-Bernard-d-Agesci;;Ouvert du mardi au dimanche de 10h à 17h du 16 septembre au 30 avril et de 10h à 18h du 1er mai au 15 septembre;;01/02/2003;;NOUVELLE-AQUITAINE;DEUX-SEVRES;46.321065,-0.454107
Musée du palais de l'Archevêché (ex musée des Tapisseries);1300103;Ancien Musée des Tapisseries 28, Place des Martyrs de la Résistance;13100;AIX-EN-PROVENCE;442230991;442918873;http://www.aixenprovence.fr/Musee-des-Tapisseries;Janvier, 1er mai, 25 décembre;Ouvert du 1er janvier au 14 avril de 10h à 12h30 et 13h30 à 17h et du 15 avril au 31 décembre 2017 de 10h à 12h30 et 13h30 à 18h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.5353485115,5.4345381961
Musée du Pavillon de Vendôme;1300101;13, Rue de la Molle;13100;AIX-EN-PROVENCE;442918875;442918873;http://www.aixenprovence.fr/Pavillon-de-Vendome-465;1er mai, 25 décembre;Ouvert du 1er janvier au 14 avril du mercredi au lundi de 10h à 12h30 et de 13h30 à 17h et à partir du 15 avril du mercredi au lundi de 10h à 12h30 et de 13h30 à 18h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.531176,5.442093
Musée Municipal d'Albertville-Conflans;7301101;Maison Rouge Grande Place de Conflans;73200;ALBERTVILLE;479378686;479328339;http://www.albertville.fr;24, 25, 31 décembre, le 1er janvier, 1er mai;Ouvert du mercredi au dimanche de 10h à 12h30 et de 13h30 à 18h. Pendant les vacances scolaires (toutes zones) ouvert tous les jours de 10h à 12h30 et de 13h30 à 18h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;SAVOIE;45.6746674789,6.36947117737
Musée Alésia - Centre d'Interprétation;2100801;B.P. 49 1, Route des Trois Ormeaux;21150;ALISE-SAINTE-REINE;380969623;380969624;http://www.alesia.com;Du 2 janvier au 13 février inclus pour le CI et vestiges. Du 12 novembre au 31 décembre pour les vestiges. En décembre pour le CI;Ouverture  en février-mars et novembre de 10h à 17h, d'avril à juin et de septembre à octobre de 10h à 18h, en juillet-août de 10h à 19h;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;47.5309324126,4.52615532844
Musée Charbonneau-Lassay;8613701;Rue du Martray;86200;LOUDUN;549980848;549981288;http://www.alienor.org;;Ouvert mercredi, samedi et dimanche de 15h à 18h de janvier-juin et septembre-décembre, en juillet-août du mercredi au lundi de 15h à 19h;;01/02/2003;;NOUVELLE-AQUITAINE;VIENNE;47.010039,0.075453
Musée Cappon;1721801;62, Rue d'Aligre;17230;MARANS;546011287;546359736;http://www.alienor.org;Jours fériés;Ouvert du 1er janvier au 31 mars et du 1er octobre au 31 décembre du lundi au mercredi et le vendredi de 9h30 à 12h30 et de 14h à 17h30 et le jeudi de 9h30 à 12h30, du 1er avril au 30 juin et en septembre du lundi au mercredi et le vendredi de 9h30 à 12h3;;01/02/2003;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;46.309723,-0.991941
Musée Municipal de l'Hôtel de Sully;8606602;14, Rue Sully;86100;CHATELLERAULT;549210127;549852588;http://www.alienor.org;;;;01/02/2003;;NOUVELLE-AQUITAINE;VIENNE;46.815984,0.542083
Musée du Nouveau Monde;1730002;10, Rue Fleuriau;17000;LA ROCHELLE;546414650;546419579;http://www.alienor.org;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert d'octobre à juin le lundi, mercredi, jeudi, vendredi de 9h30 à 12h30 et de 13h45 à 17h, week-end de 14h à 18h et de juillet à septembre de 10h à 13h et de 13h45 à 18h, week-end de 14h à 18h;;26/05/2002;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;46.161435,-1.151157
Musée Archéologique;1741503;Esplanade André Malraux;17100;SAINTES;546742097;546976233;http://www.alienor.org;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du 1er avril au 30 septembre du mardi au samedi de 10h à 12h30 et de 13h30 à 18h, le dimanche de 14h à 18h, du 1er octobre au 31 mars du mardi au samedi de 13h30 à 17h;;01/02/2003;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;45.741649,-0.62815
Musée ethnographique et archéologique du Donjon;7919103;Rue Du Guesclin;79000;NIORT;549787200;549787219;http://www.alienor.org;;Ouvert du mardi au dimanchei de 10h à 12h30 et de 14h à 18h du 1ermai au 15 septembre et de 10h à 12h30 et de 14h à 17h du 16 septembre au 30 avril (musée ouvert ponctuellement lors de expositions temporaires ou pendant les vacances scolaires);;01/02/2003;;NOUVELLE-AQUITAINE;DEUX-SEVRES;46.332326,-0.463764
Musée des Beaux-Arts;1730003;28, Rue Gargoulleau;17000;LA ROCHELLE;546416465;546292260;http://www.alienor.org;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert d'octobre à juin le lundi, mercredi, jeudi, vendredi de 9h30 à 12h30 et de 13h45 à 17h, week-end de 14h à 18h et de juillet à septembre de 10h à 13h et de 13h45 à 18h, week-end de 14h à 18h;;26/05/2002;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;46.161969,-1.151552
Musée d'Orbigny-Bernon;1730004;2, Rue Saint-Côme;17000;LA ROCHELLE;546411883;;http://www.alienor.org;;Ouvert du 1er octobre au 30 juin le lundi, mercredi, jeudi, vendredi de 9h30 à 12h30 et de 13h30 à 17h, week-end de 14h à 18h et du 1erjuillet au 30 septembre de 10h à 13h et de 13h45 à 18h, week-end de 14h à 18h;;26/05/2002;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;46.160696,-1.155323
Musée Dupuy-Mestreau;1741504;4 rue Monconseil;17100;SAINTES;546933671;546982393;http://www.alienor.org;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du 1er avril au 30 septembre du mardi au samedi de 10h à 12h30 et de 13h30 à 18h, le dimanche et jours fériés de 14h à 18h, du 1er octobre au 31 mars du mardi au dimanche de 14h à 17h, jours fériés de 14h à 17h;;01/02/2003;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;45.743294,-0.634076
Musée d'Art et d'Histoire Georges Turpin;7920201;1, Rue de la Vau Saint-Jacques;79200;PARTHENAY;549645373;549949056;http://www.alienor.org;Jours fériés;Ouvert du mercredi au vendredi de 10h à 12h et de 14h à 18h, le dimanche de 14h30 à 18h et le samedi de juin à septembre de 14h30 à 18h;Les premiers Vendredis de chaque mois jusqu'à 20h;01/02/2003;;NOUVELLE-AQUITAINE;DEUX-SEVRES;46.652064,-0.24942
Musée d'Huez et de l'Oisans;3819101;Espace Congrès Palais des Sports Avenue de Brandes;38750;ALPE D'HUEZ;476112174;476113425;http://www.alpedhuez-mairie.fr/47-musee.html;Jours fériés;Ouvert du lundi au samedi de 10h à 12h et de 14h à 19h de décembre à avril et en juillet-août et le premier dimanche de chaque mois;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;ISERE;45.0970333607,6.08483184334
Musée des Cultures Guyanaises;9730901;78, Rue Mme Payé;97300;CAYENNE;594314172;594378445;http://www.amazonian-museum-network.org;;Le 78 rue Mme Payé est ouvert lundi et mardi de 8h à 13h et de 15h à 17h45, mercredi de 8h à 13h, jeudi et vendredi de 8h à 13h et de 15h à 17h45, samedi de 8h à 12h Le 54 rue Mme Payé est ouvert lundi et mardi et jeudi de 8h à 13h et de 15h à 17h45, mer;;01/02/2003;;GUYANE;GUYANE;4.94156,-52.32837
Musée de l'Hôtel de Berny;8002102;36, Rue Victor Hugo;80000;AMIENS;322971400;322971427;http://www.amiens.fr/musees;;;;01/02/2003;;HAUTS-DE-France;SOMME;49.892882,2.302463
Musée de Picardie;8002101;48, Rue de la République;80000;AMIENS;322971400;322971426;http://www.amiens.fr/musees;1er janvier, 1er & 11 novembre, 25 décembre;Ouvert mardi, vendredi, samedi de 10h à 12h et de 14h à 18h, mercredi de 10h à 18h, jeudi de 10h à 12h et de 14h à 21h, dimanche de 14h à 19h, ouvert le 15 août;Jusqu'à 21h le jeudi;06/01/2002;;HAUTS-DE-France;SOMME;49.890413,2.295968
Musée Archéologique;1136901;Allée des Potiers;11590;SALLELES D'AUDE;468468948;468468811;http://www.amphoralis.com;1er mai, 1er et 11 novembre et du 19 décembre au 6 janvier;Ouvert d'octobre à mai du mardi au vendredi de 13h30 à 17h, samedi-dimanche de 10h à 12h et de 14h à 18 et de juin à septembre du mardi au dimanche de 10h à 12h et de 15h à 19h;;01/02/2003;;OCCITANIE;AUDE;43.268326,2.939055
Musée des Transports Urbains, Interurbains et Ruraux;7710802;1, Rue Gabriel de Mortillet;77500;CHELLES;160204550;146521681;http://www.amtuir.org;;Accueil de groupe sur rendez-vous et lors des JEP et nuit des musées;;01/02/2003;;ÎLE-DE-France;SEINE ET MARNE;48.87682,2.603374
Musée Municipal des Cordeliers;1734701;9, Rue Régnaud;17400;SAINT-JEAN-D'ANGELY;546250972;546322954;http://www.angely.net;;Ouvert de mi juin à mi septembre du mardi au dimanche, et jours fériés (hors lundis) de 10h30 à 12h30 et de 13h30 à 18h, de mi-septembre à mi-juin du mercredi auvendredi de 14h à 18h, samedi, dimanche et jours fériés de 14h30 à 18h;Samedi jusqu'à 20h;01/02/2003;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;45.94262,-0.523469
Galerie David d'Angers;4900704;14, Rue du Musée;49100;ANGERS;241053800;241053839;http://www.angers.fr/mba;1er janvier, 1er mai, 1er et 11 novembre et 25 décembre;Ouvert du 2 janvier au 30 avril et du 22 septembre au 31 décembre du mardi au dimanche de 10 h à 18h et du 2 mai au 20 septembre 2015 tous les jours et de 10h à 18h;Nocturnes événementielles;06/01/2002;;PAYS DE LA LOIRE;MAINE-ET-LOIRE;47.469132,-0.554372
Musée des Beaux-Arts;4900701;14, Rue du Musée;49100;ANGERS;241053800;241053839;http://www.angers.fr/mba;1er janvier, 1er mai, 1er et 11 novembre et 25 décembre;Ouvert du 2 janvier au 30 avril et du 22 septembre au 31 décembre : du mardi au dimanche de 10 h à 18h Du 2 mai au 20 septembre 2015 : tous les jours et de 10h à 18h;Nocturnes événementielles;06/01/2002;;PAYS DE LA LOIRE;MAINE-ET-LOIRE;47.469132,-0.554372
Muséum des Sciences Naturelles;4900708;43, Rue Jules Guitton;49100;ANGERS;241054850;241054851;http://www.angers.fr/museum;1er janvier, 1er mai, 1er et 11 novembre et 25 décembre;Ouvert du mardi au dimanche de 14h à 18h. Le matin pour les groupes sur réservation;;01/02/2003;;PAYS DE LA LOIRE;MAINE-ET-LOIRE;47.473467,-0.546399
Musée des Années Trente;9201201;Espace Landowski 28, avenue André Morizet;92100;BOULOGNE-BILLANCOURT;155184642;155185158;http://www.annees30.com;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche de 11h à 18h;;01/02/2003;;ÎLE-DE-France;HAUTS DE SEINE;48.8364966292,2.23867632216
